City_ID,City,Country,Date,Current Description,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
258,Klaksvik,FO,2021-12-21 17:17:04,broken clouds,62.2266,-6.589,34.72,66,63,10.45
259,Paamiut,GL,2021-12-21 17:17:05,light rain,61.994,-49.6678,33.93,93,100,26.55
260,Carballo,ES,2021-12-21 17:17:05,overcast clouds,43.213,-8.691,63.86,77,97,6.67
261,Tagusao,PH,2021-12-21 17:17:05,scattered clouds,9.1924,117.8141,77.9,84,45,2.8
262,Sarakhs,IR,2021-12-21 17:17:06,scattered clouds,36.5449,61.1577,61.65,50,44,9.26
263,Ponta Delgada,PT,2021-12-21 17:17:06,broken clouds,37.7333,-25.6667,67.5,88,75,19.57
264,Cap-Aux-Meules,CA,2021-12-21 17:10:14,light shower snow,47.3821,-61.8597,30.25,93,90,25.32
265,Cibitoke,BI,2021-12-21 17:17:07,light rain,-2.8833,29.25,65.32,90,100,3.33
266,Voyvozh,RU,2021-12-21 17:17:07,light snow,62.892,54.9635,-0.4,96,100,7.05
267,Karasjok,NO,2021-12-21 17:17:07,overcast clouds,69.4719,25.5112,3.31,100,100,2.13
268,Lagoa,PT,2021-12-21 17:17:07,overcast clouds,39.05,-27.9833,64.08,87,100,36.89
269,Sur,OM,2021-12-21 17:17:08,clear sky,22.5667,59.5289,72.66,68,8,2.15
270,Tombouctou,ML,2021-12-21 17:17:08,overcast clouds,20.0,-3.0,78.35,14,100,7.85
271,Los Llanos De Aridane,ES,2021-12-21 17:17:08,broken clouds,28.6585,-17.9182,64.15,97,75,1.01
272,Victoria,HK,2021-12-21 17:10:15,broken clouds,22.2855,114.1577,64.33,87,81,1.99
273,Gat,IL,2021-12-21 17:14:28,scattered clouds,31.61,34.7642,53.78,100,38,7.81
274,Necochea,AR,2021-12-21 17:17:09,overcast clouds,-38.5473,-58.7368,85.03,38,85,3.09
275,Tadine,NC,2021-12-21 17:18:10,scattered clouds,-21.55,167.8833,77.04,80,36,5.53
276,Richards Bay,ZA,2021-12-21 17:18:10,light rain,-28.783,32.0377,72.16,82,77,12.71
277,Sitka,US,2021-12-21 17:14:46,light snow,57.0531,-135.33,33.69,86,90,8.05
278,Sao Filipe,CV,2021-12-21 17:10:09,overcast clouds,14.8961,-24.4956,75.88,72,100,7.02
279,Tuatapere,NZ,2021-12-21 17:18:10,scattered clouds,-46.1333,167.6833,56.82,76,31,5.03
280,Sorong,ID,2021-12-21 17:18:11,overcast clouds,-0.8833,131.25,80.8,80,100,7.94
281,Korla,CN,2021-12-21 17:18:11,clear sky,41.7597,86.1469,26.01,59,0,1.19
282,Mogok,MM,2021-12-21 17:18:11,clear sky,22.9167,96.5,52.09,81,1,1.92
283,Yen Bai,VN,2021-12-21 17:18:12,clear sky,21.7,104.8667,62.51,74,0,1.57
284,Hofn,IS,2021-12-21 17:18:12,overcast clouds,64.2539,-15.2082,34.09,76,97,4.38
285,Beira,MZ,2021-12-21 17:18:12,broken clouds,-19.8436,34.8389,78.89,78,75,12.66
286,Waingapu,ID,2021-12-21 17:18:13,overcast clouds,-9.6567,120.2641,80.42,86,100,7.29
287,Cherskiy,RU,2021-12-21 17:18:13,overcast clouds,68.75,161.3,-12.69,98,100,11.23
288,Ginda,IN,2021-12-21 17:18:14,clear sky,30.6945,78.4932,39.81,33,1,6.42
289,Inta,RU,2021-12-21 17:18:14,overcast clouds,66.0317,60.1659,-13.7,88,92,4.23
290,Pisco,PE,2021-12-21 17:18:14,overcast clouds,-13.7,-76.2167,72.01,83,91,11.5
291,Ardakan,IR,2021-12-21 17:18:15,overcast clouds,32.31,54.0175,64.78,40,94,3.56
292,Tefe,BR,2021-12-21 17:18:15,moderate rain,-3.3542,-64.7114,80.71,89,75,4.61
293,Nuuk,GL,2021-12-21 17:14:53,broken clouds,64.1835,-51.7216,50.61,29,75,25.32
294,Veszprem,HU,2021-12-21 17:18:16,broken clouds,47.0933,17.9115,33.06,53,60,3.11
295,Gushi,CN,2021-12-21 17:18:16,clear sky,34.6425,109.5843,43.32,38,0,1.14
296,Itoman,JP,2021-12-21 17:18:16,light rain,26.1247,127.6694,65.17,84,75,6.91
297,Lingao,CN,2021-12-21 17:18:17,clear sky,19.9103,109.6859,64.06,82,4,0.74
298,Revda,RU,2021-12-21 17:18:17,overcast clouds,56.801,59.9303,27.41,98,100,3.51
299,Kalush,UA,2021-12-21 17:18:17,few clouds,49.0119,24.3731,17.55,93,22,6.31
300,Santa Isabel Do Rio Negro,BR,2021-12-21 17:18:18,light rain,-0.4139,-65.0192,90.0,56,100,4.0
301,Skelleftea,SE,2021-12-21 17:18:18,clear sky,64.7507,20.9528,1.99,65,0,5.75
302,Klin,RU,2021-12-21 17:18:18,overcast clouds,56.3333,36.7333,-1.68,96,100,6.04
303,La Oroya,PE,2021-12-21 17:18:19,overcast clouds,-11.5189,-75.8994,60.73,41,96,6.38
304,Bilma,NE,2021-12-21 17:18:19,clear sky,18.6853,12.9164,66.25,20,4,8.63
305,Tezu,IN,2021-12-21 17:18:20,clear sky,27.9167,96.1667,59.05,46,5,4.32
306,Cam Ranh,VN,2021-12-21 17:18:20,broken clouds,11.9214,109.1591,73.36,83,75,10.36
307,Mosetse,BW,2021-12-21 17:18:20,overcast clouds,-20.75,26.65,76.51,60,95,9.8
308,Mukhen,RU,2021-12-21 17:18:21,overcast clouds,48.1,136.1,-4.94,99,100,2.77
309,Hazorasp,UZ,2021-12-21 17:18:21,overcast clouds,41.3194,61.0742,51.64,60,86,13.09
310,Plouzane,FR,2021-12-21 17:18:21,clear sky,48.3833,-4.6167,41.32,81,0,4.61
311,Obigarm,TJ,2021-12-21 17:18:22,overcast clouds,38.7173,69.7088,41.0,42,100,6.82
312,Hay River,CA,2021-12-21 17:15:07,light snow,60.8156,-115.7999,-9.44,77,75,11.5
313,Sumenep,ID,2021-12-21 17:18:22,overcast clouds,-7.0167,113.8667,78.96,85,100,4.47
314,Sambava,MG,2021-12-21 17:18:22,overcast clouds,-14.2667,50.1667,80.22,82,89,2.62
315,Beringovskiy,RU,2021-12-21 17:18:23,broken clouds,63.05,179.3167,-2.87,93,65,6.22
316,Kerouane,GN,2021-12-21 17:18:23,few clouds,9.2667,-9.0167,89.51,16,15,5.88
317,Andros Town,BS,2021-12-21 17:18:24,clear sky,24.7,-77.7667,80.56,59,8,14.18
318,Cortland,US,2021-12-21 17:15:34,broken clouds,42.6001,-76.083,38.79,73,75,3.44
319,Parrita,CR,2021-12-21 17:18:24,light rain,9.5201,-84.3225,88.05,67,100,4.32
320,Mana,GF,2021-12-21 17:18:25,broken clouds,5.6592,-53.7767,82.54,78,52,8.63
321,Twin Falls,US,2021-12-21 17:19:25,clear sky,42.3505,-114.6445,37.74,33,1,4.61
322,Hambantota,LK,2021-12-21 17:19:25,few clouds,6.1241,81.1185,76.78,87,18,10.8
323,Saldanha,ZA,2021-12-21 17:09:59,scattered clouds,-33.0117,17.9442,69.3,76,28,13.13
324,Alta Floresta,BR,2021-12-21 17:19:26,scattered clouds,-9.8756,-56.0861,87.62,70,40,3.44
325,Salsomaggiore Terme,IT,2021-12-21 17:19:27,overcast clouds,44.8148,9.9796,41.32,95,100,0.92
326,Swellendam,ZA,2021-12-21 17:19:27,clear sky,-34.0226,20.4417,66.58,59,9,11.34
327,Fairbanks,US,2021-12-21 17:17:02,clear sky,64.8378,-147.7164,19.74,78,1,14.97
328,Brattvag,NO,2021-12-21 17:19:27,scattered clouds,62.6002,6.4434,40.66,65,40,13.8
329,Puxinana,BR,2021-12-21 17:19:28,broken clouds,-7.1611,-35.9606,83.98,51,75,17.27
330,Anadyr,RU,2021-12-21 17:19:28,clear sky,64.75,177.4833,-12.5,64,0,13.42
331,Haines Junction,CA,2021-12-21 17:19:29,light snow,60.7522,-137.5108,15.75,92,100,1.14
332,Tubuala,PA,2021-12-21 17:19:29,overcast clouds,9.5167,-79.0333,89.56,73,100,5.79
333,Buin,CL,2021-12-21 17:19:30,clear sky,-33.7333,-70.75,89.06,15,0,9.53
334,Santa Cruz,BO,2021-12-21 17:18:22,light rain,-17.8,-63.1667,82.45,74,75,2.3
335,Broome,US,2021-12-21 17:19:30,scattered clouds,42.2506,-75.833,40.32,66,40,1.01
336,Saint-Pierre,RE,2021-12-21 17:19:30,light rain,-21.3393,55.4781,78.48,75,0,17.27
337,Tarakan,ID,2021-12-21 17:19:31,scattered clouds,3.3,117.6333,78.3,94,40,2.3
338,Wuzhou,CN,2021-12-21 17:19:31,scattered clouds,23.4833,111.3167,54.41,92,25,1.63
339,Honiara,SB,2021-12-21 17:19:32,overcast clouds,-9.4333,159.95,77.81,87,100,3.22
340,Damietta,EG,2021-12-21 17:19:32,few clouds,31.4165,31.8133,58.17,82,19,14.05
341,Chipata,ZM,2021-12-21 17:19:32,broken clouds,-13.6333,32.65,69.91,82,72,5.14
342,Livadiya,RU,2021-12-21 17:19:33,few clouds,42.8692,132.6764,9.39,63,11,15.73
343,Karaton,ID,2021-12-21 17:19:33,overcast clouds,-6.3424,106.1045,75.36,92,99,0.85
344,Mujiayingzi,CN,2021-12-21 17:19:33,scattered clouds,42.1167,118.7833,17.49,61,34,3.02
345,Athabasca,CA,2021-12-21 17:15:07,broken clouds,54.7169,-113.2854,15.62,88,82,7.36
346,Nacala,MZ,2021-12-21 17:19:34,broken clouds,-14.5428,40.6728,78.69,76,58,8.05
347,Margate,GB,2021-12-21 17:10:08,broken clouds,51.3813,1.3862,41.7,68,55,1.01
348,Deputatskiy,RU,2021-12-21 17:19:35,overcast clouds,69.3,139.9,-20.29,86,100,4.85
349,Barra Patuca,HN,2021-12-21 17:19:35,clear sky,15.8,-84.2833,82.71,64,4,1.63
350,Banjar,ID,2021-12-21 17:19:36,overcast clouds,-8.19,114.9675,84.06,89,100,5.3
351,Gwadar,PK,2021-12-21 17:19:36,broken clouds,25.1216,62.3254,73.54,77,58,13.22
352,Turkan,AZ,2021-12-21 17:19:36,broken clouds,40.3639,50.215,46.58,87,75,20.71
353,Rio De Janeiro,BR,2021-12-21 17:15:43,few clouds,-22.9028,-43.2075,91.35,60,20,11.5
354,Jacareacanga,BR,2021-12-21 17:19:37,scattered clouds,-6.2222,-57.7528,91.71,66,40,1.14
355,Eureka,US,2021-12-21 17:19:37,overcast clouds,40.8021,-124.1637,51.19,87,100,5.35
356,Cayenne,GF,2021-12-21 17:19:38,broken clouds,4.9333,-52.3333,86.04,82,75,7.0
357,Erenhot,CN,2021-12-21 17:19:38,scattered clouds,43.6475,111.9767,18.66,61,34,7.11
358,Saint-Augustin,CA,2021-12-21 17:19:38,light snow,51.226,-58.6502,15.94,92,100,12.64
359,Kidal,ML,2021-12-21 17:19:39,broken clouds,18.4411,1.4078,75.11,12,79,13.06
360,Kahului,US,2021-12-21 17:05:10,light rain,20.8947,-156.47,70.86,88,90,11.5
361,Thessalon,CA,2021-12-21 17:19:39,overcast clouds,46.2501,-83.5666,25.09,82,100,12.62
362,Taganak,PH,2021-12-21 17:19:39,overcast clouds,6.0833,118.3,82.54,76,89,9.82
363,Moyamba,SL,2021-12-21 17:19:40,scattered clouds,8.1667,-12.4333,91.27,25,30,1.05
364,Ranau,MY,2021-12-21 17:19:40,overcast clouds,5.9538,116.6641,72.25,94,100,0.74
365,Humberto De Campos,BR,2021-12-21 17:19:41,overcast clouds,-2.5983,-43.4611,90.77,46,87,13.24
366,Opuwo,NA,2021-12-21 17:17:55,clear sky,-18.0607,13.84,89.19,18,6,19.93
367,Saint-Raphael,HT,2021-12-21 17:20:41,few clouds,19.4333,-72.2,84.65,50,17,1.54
368,Newport,GB,2021-12-21 17:20:42,broken clouds,51.5877,-2.9984,41.86,79,64,5.88
369,Tevriz,RU,2021-12-21 17:20:42,overcast clouds,57.509,72.4042,19.85,93,99,6.69
370,Severnoye,RU,2021-12-21 17:20:42,overcast clouds,56.3491,78.3619,6.28,97,86,6.71
371,Alto Araguaia,BR,2021-12-21 17:20:26,overcast clouds,-17.3147,-53.2153,81.37,73,93,4.65
372,Dawlatabad,AF,2021-12-21 17:20:43,overcast clouds,36.4141,64.9053,56.3,66,100,5.03
373,Niigata,JP,2021-12-21 17:20:43,overcast clouds,37.9022,139.0236,41.92,68,100,23.22
374,Altamont,US,2021-12-21 17:20:43,clear sky,42.2068,-121.7372,28.24,86,1,3.44
375,Ntoum,GA,2021-12-21 17:17:17,light rain,0.3833,9.7833,81.59,78,79,7.07
376,Salisbury,GB,2021-12-21 17:19:40,few clouds,51.0693,-1.7957,42.96,76,20,4.61
377,Mingaora,PK,2021-12-21 17:20:44,scattered clouds,34.7758,72.3625,47.95,28,41,7.43
378,Carutapera,BR,2021-12-21 17:20:44,light rain,-1.195,-46.02,88.99,54,34,11.61
379,Sorland,NO,2021-12-21 17:20:45,scattered clouds,67.667,12.6934,33.66,66,50,15.01
380,Karasburg,NA,2021-12-21 17:20:45,overcast clouds,-28.0167,18.75,70.79,59,96,5.79
381,San Jose,US,2021-12-21 17:20:41,mist,37.3394,-121.895,53.42,80,40,0.0
382,Nova Olimpia,BR,2021-12-21 17:20:45,overcast clouds,-14.7972,-57.2881,82.71,79,99,3.96
383,Bestobe,KZ,2021-12-21 17:20:46,overcast clouds,52.4994,73.0975,19.63,89,87,10.31
384,Yinchuan,CN,2021-12-21 17:20:46,broken clouds,38.4681,106.2731,32.54,23,53,3.38
385,Dongsheng,CN,2021-12-21 17:20:46,clear sky,39.8161,109.9776,24.39,44,8,10.8
386,Lavrentiya,RU,2021-12-21 17:20:47,few clouds,65.5833,-171.0,-2.9,79,12,7.2
387,Inuvik,CA,2021-12-21 17:20:47,light snow,68.3499,-133.7218,14.04,92,90,6.91
388,Burnie,AU,2021-12-21 17:20:48,few clouds,-41.0667,145.9167,53.94,72,23,13.13
389,Amiens,FR,2021-12-21 17:20:48,few clouds,49.9,2.3,34.45,71,11,5.95
390,Nampula,MZ,2021-12-21 17:20:48,broken clouds,-15.1165,39.2666,80.55,74,75,9.22
391,Bahar,IR,2021-12-21 17:20:49,clear sky,34.9072,48.4414,36.48,51,3,14.76
392,Tautira,PF,2021-12-21 17:20:49,overcast clouds,-17.7333,-149.15,80.62,73,97,7.61
393,Poum,NC,2021-12-21 17:20:49,clear sky,-20.2333,164.0167,79.95,77,1,7.49
394,Konza,KE,2021-12-21 17:20:50,overcast clouds,-1.7426,37.1294,60.94,97,99,5.86
395,Morant Bay,JM,2021-12-21 17:20:50,scattered clouds,17.8815,-76.4093,85.62,70,42,8.03
396,Lashio,MM,2021-12-21 17:20:50,clear sky,22.9333,97.75,52.14,85,0,1.03
397,Fort Nelson,CA,2021-12-21 17:20:51,broken clouds,58.8053,-122.7002,-2.61,78,75,3.44
398,Kadhan,PK,2021-12-21 17:20:51,clear sky,24.481,68.9859,71.4,77,0,8.48
399,Vanimo,PG,2021-12-21 17:20:20,overcast clouds,-2.6741,141.3028,78.51,88,93,8.16
400,Havre-Saint-Pierre,CA,2021-12-21 17:20:52,light snow,50.2334,-63.5986,27.19,86,90,4.61
401,Bingol,TR,2021-12-21 17:20:52,overcast clouds,38.8847,40.4939,27.5,93,100,3.36
402,Gigmoto,PH,2021-12-21 17:20:52,overcast clouds,13.7796,124.39,78.73,89,94,5.99
403,Evans,US,2021-12-21 17:20:46,overcast clouds,33.5337,-82.1307,46.6,60,90,5.99
404,Rochelle,FR,2021-12-21 17:20:53,overcast clouds,46.25,-1.0,35.69,87,85,11.5
405,Mount Gambier,AU,2021-12-21 17:20:53,broken clouds,-37.8333,140.7667,53.04,83,69,4.52
406,Mayo,US,2021-12-21 17:20:53,clear sky,38.8876,-76.5119,42.98,65,1,4.0
407,Santarem,BR,2021-12-21 17:20:54,scattered clouds,-2.4431,-54.7083,87.93,70,40,16.11
408,Rocky Mountain House,CA,2021-12-21 17:20:54,overcast clouds,52.3668,-114.9188,18.82,79,100,2.3
409,Alexandria,EG,2021-12-21 17:18:40,few clouds,31.2156,29.9553,60.55,70,11,14.52
410,Staryy Nadym,RU,2021-12-21 17:20:55,overcast clouds,65.6118,72.6842,-4.14,97,100,10.49
411,Kourou,GF,2021-12-21 17:20:55,moderate rain,5.1552,-52.6478,86.05,76,83,8.01
412,San Vicente,AR,2021-12-21 17:20:55,scattered clouds,-26.6167,-54.1333,95.27,23,27,5.84
413,Port Augusta,AU,2021-12-21 17:19:21,broken clouds,-32.5,137.7667,64.54,63,53,14.74
414,Xingyi,CN,2021-12-21 17:21:56,clear sky,24.1877,102.817,43.0,88,0,0.58
415,Codrington,AU,2021-12-21 17:21:56,broken clouds,-38.2667,141.9667,57.83,70,68,8.86
416,Tiznit,MA,2021-12-21 17:21:57,overcast clouds,29.5833,-9.5,66.42,48,98,1.54
417,Auki,SB,2021-12-21 17:21:57,overcast clouds,-8.7676,160.7034,78.28,87,100,3.56
418,Kitimat,CA,2021-12-21 17:20:54,overcast clouds,54.0524,-128.6534,10.78,93,100,2.77
419,Maneadero,MX,2021-12-21 17:21:57,overcast clouds,31.7167,-116.5667,59.11,65,100,7.0
420,Shitanjing,CN,2021-12-21 17:21:58,clear sky,39.2342,106.3439,30.31,33,3,12.8
421,Panjakent,TJ,2021-12-21 17:21:58,overcast clouds,39.4952,67.6093,49.8,48,100,11.61
422,Nara,JP,2021-12-21 17:21:59,clear sky,34.6851,135.8049,48.7,77,3,2.62
423,Mehamn,NO,2021-12-21 17:21:59,overcast clouds,71.0357,27.8492,28.31,79,100,6.96
424,Lasa,IT,2021-12-21 17:21:59,clear sky,46.6166,10.7002,31.08,61,4,2.95
425,Jeremie,HT,2021-12-21 17:22:00,broken clouds,18.65,-74.1167,82.67,64,74,2.77
426,Bandiagara,ML,2021-12-21 17:22:00,scattered clouds,14.3501,-3.6104,83.7,11,41,11.07
427,Zhigalovo,RU,2021-12-21 17:22:00,few clouds,54.8097,105.1578,-33.38,100,14,0.83
428,Aranos,NA,2021-12-21 17:22:01,light rain,-24.1333,19.1167,74.32,50,62,19.64
429,Roald,NO,2021-12-21 17:22:01,scattered clouds,62.5833,6.1333,41.14,65,40,13.8
430,Tecoanapa,MX,2021-12-21 17:22:01,scattered clouds,16.5167,-98.75,85.57,57,36,1.72
431,Male,MV,2021-12-21 17:22:02,broken clouds,4.1748,73.5089,82.49,72,80,11.74
432,Trollhattan,SE,2021-12-21 17:22:02,overcast clouds,58.2333,12.4167,29.48,86,90,3.44
433,Lakatoro,VU,2021-12-21 17:22:03,scattered clouds,-16.0999,167.4164,79.9,79,49,0.47
434,Grindavik,IS,2021-12-21 17:22:03,broken clouds,63.8424,-22.4338,37.87,93,75,6.91
435,Komsomolskiy,UZ,2021-12-21 17:22:03,mist,40.4272,71.7189,38.62,70,93,4.61
436,Bilibino,RU,2021-12-21 17:22:04,overcast clouds,68.0546,166.4372,-26.7,100,100,1.14
437,Tupik,RU,2021-12-21 17:22:04,scattered clouds,54.4253,119.9327,-29.24,97,40,1.68
438,Linxia,CN,2021-12-21 17:22:04,clear sky,35.6003,103.2064,29.64,28,0,1.34
439,Penzance,GB,2021-12-21 17:22:05,few clouds,50.1186,-5.5371,48.27,87,20,28.77
440,Zhigansk,RU,2021-12-21 17:22:05,broken clouds,66.7697,123.3711,-54.27,99,74,4.29
441,Letlhakeng,BW,2021-12-21 17:22:05,overcast clouds,-24.0944,25.0298,81.66,33,100,10.18
442,Napoleon,US,2021-12-21 17:22:06,few clouds,41.3923,-84.1252,41.58,62,11,11.48
443,Shikhazany,RU,2021-12-21 17:22:06,overcast clouds,55.5605,47.393,3.83,96,87,6.33
444,Marawi,PH,2021-12-21 17:22:07,overcast clouds,7.9986,124.2928,65.64,90,90,0.78
445,Bafq,IR,2021-12-21 17:22:07,overcast clouds,31.6128,55.4107,65.97,42,97,13.78
446,Aykhal,RU,2021-12-21 17:22:07,overcast clouds,66.0,111.5,-18.53,100,99,4.85
447,Kemijarvi,FI,2021-12-21 17:22:08,broken clouds,66.7131,27.4306,4.42,98,72,3.44
448,Rognan,NO,2021-12-21 17:22:08,clear sky,67.0953,15.3878,23.88,85,6,10.31
449,Half Moon Bay,US,2021-12-21 17:22:08,few clouds,37.4636,-122.4286,52.86,85,20,0.0
450,Singaraja,ID,2021-12-21 17:22:09,overcast clouds,-8.112,115.0882,78.89,81,100,5.93
451,Tutoia,BR,2021-12-21 17:22:09,broken clouds,-2.7619,-42.2744,87.78,63,80,14.56
452,Sheridan,US,2021-12-21 17:22:09,clear sky,44.8333,-106.9173,40.32,77,1,1.99
453,Mariental,NA,2021-12-21 17:22:10,broken clouds,-24.6333,17.9667,79.3,45,68,22.26
454,Asau,RO,2021-12-21 17:19:07,overcast clouds,46.4333,26.4,22.75,87,91,1.25
455,Prince Rupert,CA,2021-12-21 17:22:10,light snow,54.3161,-130.3201,33.49,79,90,10.36
456,Palana,RU,2021-12-21 17:22:11,overcast clouds,59.1167,159.9667,4.86,87,93,9.01
457,Bethal,ZA,2021-12-21 17:22:11,broken clouds,-26.4579,29.4655,67.55,72,64,3.58
458,Tonj,SS,2021-12-21 17:22:11,broken clouds,7.2737,28.6822,80.82,24,54,4.45
459,Santiago,CL,2021-12-21 17:20:00,clear sky,-33.4569,-70.6483,90.28,23,0,8.05
460,Inirida,CO,2021-12-21 17:22:12,light rain,3.8653,-67.9239,89.51,61,99,1.43
461,Port Keats,AU,2021-12-21 17:23:12,overcast clouds,-14.25,129.55,82.56,80,95,6.67
462,Young,UY,2021-12-21 17:23:12,broken clouds,-32.6833,-57.6333,94.28,31,53,10.0
463,Sisimiut,GL,2021-12-21 17:23:13,broken clouds,66.9395,-53.6735,36.14,60,83,18.95
464,Waddan,LY,2021-12-21 17:23:13,clear sky,29.1614,16.139,54.5,32,0,3.44
465,Kihei,US,2021-12-21 17:23:13,light rain,20.785,-156.4656,70.86,88,90,11.5
466,Hokitika,NZ,2021-12-21 17:23:14,broken clouds,-42.7167,170.9667,59.16,90,64,8.37
467,High Level,CA,2021-12-21 17:23:14,scattered clouds,58.5169,-117.136,-0.29,92,40,4.61
468,Rock Sound,BS,2021-12-21 17:23:15,few clouds,24.9,-76.2,78.93,78,12,17.87
469,Biharia,RO,2021-12-21 17:18:16,clear sky,47.15,21.9167,28.17,80,0,8.05
470,Nea Alikarnassos,GR,2021-12-21 17:23:16,broken clouds,35.3333,25.1667,55.62,82,75,11.5
471,Amapa,BR,2021-12-21 17:23:16,broken clouds,1.0,-52.0,84.61,67,61,3.13
472,Erzin,TR,2021-12-21 17:23:17,clear sky,36.9559,36.2,48.92,66,3,2.66
473,Nogliki,RU,2021-12-21 17:23:17,overcast clouds,51.8333,143.1667,3.0,92,100,15.35
474,Santa Catarina,BR,2021-12-21 17:19:01,few clouds,-27.0,-50.0,90.09,54,20,1.25
475,Zeya,RU,2021-12-21 17:23:17,clear sky,53.75,127.2667,-20.45,82,10,3.42
476,Saint-Georges,GD,2021-12-21 17:22:27,scattered clouds,12.0564,-61.7485,85.68,70,40,21.85
477,Katsuura,JP,2021-12-21 17:19:10,clear sky,35.1333,140.3,44.71,68,0,6.98
478,Tucurui,BR,2021-12-21 17:23:18,overcast clouds,-3.7661,-49.6725,88.57,61,89,3.51
479,Biograd Na Moru,HR,2021-12-21 17:23:18,scattered clouds,43.9433,15.4519,44.76,44,31,5.64
480,Shumikha,RU,2021-12-21 17:23:19,snow,55.2261,63.2961,31.26,98,100,15.46
481,Belyy Yar,RU,2021-12-21 17:23:19,smoke,53.6039,91.3903,16.86,86,40,2.24
482,Tevaitoa,PF,2021-12-21 17:23:19,overcast clouds,-16.7833,-151.5,78.64,77,85,8.84
483,Creston,US,2021-12-21 17:23:20,clear sky,41.0586,-94.3614,33.08,64,1,19.57
484,Mogadishu,SO,2021-12-21 17:23:20,overcast clouds,2.0371,45.3438,79.43,82,96,20.54
485,Tessalit,ML,2021-12-21 17:23:21,overcast clouds,20.1986,1.0114,76.48,14,96,11.52
486,Vila Franca Do Campo,PT,2021-12-21 17:23:21,overcast clouds,37.7167,-25.4333,67.19,92,100,19.15
487,Port-Gentil,GA,2021-12-21 17:23:21,broken clouds,-0.7193,8.7815,82.36,83,75,9.22
488,Teguise,ES,2021-12-21 17:23:22,few clouds,29.0605,-13.564,70.02,53,20,10.36
489,Sobolevo,RU,2021-12-21 17:23:22,overcast clouds,54.4299,31.8996,10.54,86,100,11.21
490,Lakes Entrance,AU,2021-12-21 17:23:22,scattered clouds,-37.8811,147.981,60.57,91,33,7.9
491,Wanlaweyn,SO,2021-12-21 17:23:23,overcast clouds,2.6185,44.8938,79.61,70,100,18.39
492,Labrea,BR,2021-12-21 17:23:23,overcast clouds,-7.2586,-64.7981,81.37,83,100,3.24
493,Steamboat Springs,US,2021-12-21 17:23:23,clear sky,40.485,-106.8317,38.91,59,1,0.0
494,Kaoma,ZM,2021-12-21 17:23:24,overcast clouds,-14.7833,24.8,68.85,92,100,4.56
495,Kamenka,RU,2021-12-21 17:19:08,scattered clouds,51.3223,42.7678,2.07,95,47,3.58
496,Lata,PT,2021-12-21 17:23:24,broken clouds,40.1629,-8.3327,62.08,84,67,9.89
497,Talcahuano,CL,2021-12-21 17:23:24,clear sky,-36.7167,-73.1167,73.08,46,0,13.8
498,Zhovtneve,UA,2021-12-21 17:23:25,clear sky,50.6637,24.2492,20.1,63,3,11.81
499,Sinnamary,GF,2021-12-21 17:23:25,overcast clouds,5.3833,-52.95,81.7,82,86,8.59
500,Buala,SB,2021-12-21 17:23:25,overcast clouds,-8.145,159.5921,79.75,81,100,1.66
501,Fraga,ES,2021-12-21 17:23:26,overcast clouds,41.5229,0.3489,40.03,67,94,1.7
502,Phalombe,MW,2021-12-21 17:23:26,moderate rain,-15.8064,35.6507,70.23,94,92,4.61
503,Vostok,RU,2021-12-21 17:21:36,overcast clouds,46.4856,135.8833,-7.67,99,100,4.38
504,Kampene,CD,2021-12-21 17:23:26,moderate rain,-3.6,26.6667,70.86,98,100,2.35
505,Zalegoshch,RU,2021-12-21 17:23:27,broken clouds,52.9008,36.8869,-2.54,96,56,5.37
506,Berdigestyakh,RU,2021-12-21 17:23:27,broken clouds,62.0989,126.6992,-38.54,98,81,0.76
507,Ambovombe,MG,2021-12-21 17:23:28,broken clouds,-25.1667,46.0833,71.13,87,81,21.36
508,Edd,ER,2021-12-21 17:23:28,broken clouds,13.9297,41.6925,80.06,75,55,5.86
509,Malartic,CA,2021-12-21 17:24:28,broken clouds,48.1335,-78.1328,7.02,76,76,3.85
510,Nome,US,2021-12-21 17:24:29,scattered clouds,64.5011,-165.4064,-4.94,100,43,2.64
511,Puerto Lopez,CO,2021-12-21 17:24:29,broken clouds,4.0845,-72.956,94.14,37,71,9.82
512,Palmer,US,2021-12-21 17:20:22,broken clouds,42.1584,-72.3287,42.28,54,75,1.01
513,Atar,MR,2021-12-21 17:24:30,overcast clouds,20.5169,-13.0499,81.61,22,100,8.59
514,Kolyvan,RU,2021-12-21 17:24:30,overcast clouds,55.3053,82.7391,1.8,100,100,2.84
515,Alakurtti,RU,2021-12-21 17:24:30,broken clouds,66.9672,30.3491,3.31,99,82,4.99
516,Dayong,CN,2021-12-21 17:24:31,overcast clouds,25.0209,118.2898,60.48,94,98,2.24
517,Natal,BR,2021-12-21 17:24:04,broken clouds,-5.795,-35.2094,86.65,66,75,12.66
518,Suffolk,US,2021-12-21 17:24:31,clear sky,40.8668,-72.7996,42.04,64,1,3.0
519,Morondava,MG,2021-12-21 17:24:32,clear sky,-20.2833,44.2833,81.01,74,4,14.41
520,Binga,ZW,2021-12-21 17:24:32,light rain,-17.6203,27.3414,76.53,72,92,4.52
521,Muros,ES,2021-12-21 17:24:32,overcast clouds,42.7762,-9.0603,64.09,79,100,11.07
522,Guaraniacu,BR,2021-12-21 17:24:33,broken clouds,-25.1008,-52.8781,88.66,41,76,4.23
